epoch,train_loss,val_loss,timestamp,epoch_time_s,system_lr,system_grad_norm,system_epoch_time_s,system_throughput,system_gpu_memory_mb,formation_energy_mae,formation_energy_rmse,formation_energy_r2,formation_energy_pearson,formation_energy_spearman,formation_energy_bias,energy_above_hull_mae,energy_above_hull_rmse,energy_above_hull_r2,energy_above_hull_pearson,energy_above_hull_spearman,energy_above_hull_bias,band_gap_mae,band_gap_rmse,band_gap_r2,band_gap_pearson,band_gap_spearman,band_gap_bias,gradnorm_weights_band_gap,gradnorm_weights_energy_above_hull,gradnorm_weights_formation_energy
0,3.1607,3.9356,2026-06-30T17:37:46.803943,357.96,0.0005,0.0,358.0,46.5,541.1,0.723323404788971,0.9177684187889099,0.33676964044570923,0.6482324004173279,0.5224010677958848,-0.11529682576656342,0.13091716170310974,0.38788893818855286,0.28381049633026123,0.6036109328269958,0.11091769992912288,-0.08751662820577621,1.1684470176696777,1.5692540407180786,0.18171703815460205,0.43364638090133667,0.4465325118411386,-0.10550861060619354,7.3234,0.244,0.1148
1,2.6937,3.9326,2026-06-30T17:43:53.815013,366.73,0.0005,0.0,366.7,45.4,541.1,0.6838617324829102,0.8821280002593994,0.38728100061416626,0.6235117316246033,0.5065988098065357,0.02549188770353794,0.1305842101573944,0.3699134588241577,0.3486514687538147,0.6064053177833557,0.11811773998897551,-0.050612449645996094,1.161624789237976,1.592541217803955,0.15725082159042358,0.4067283272743225,0.4327028416749447,-0.13646498322486877,3.1679,0.4769,0.128
2,2.6262,3.8567,2026-06-30T17:50:08.196398,374.1,0.0005,0.0,374.1,44.5,541.1,0.6454445719718933,0.8484610915184021,0.4331580400466919,0.6583231687545776,0.5347661155197595,0.01659131795167923,0.13607566058635712,0.3680604100227356,0.3551608920097351,0.6070589423179626,0.23319510936140672,-0.019833242520689964,1.2577797174453735,1.5843148231506348,0.16593480110168457,0.4325079619884491,0.4454385034425874,0.1882917881011963,1.3271,1.3026,0.5051
3,2.5502,3.7939,2026-06-30T17:56:34.544323,386.1,0.0005,0.0,386.1,43.1,604.0,0.638599157333374,0.8431420922279358,0.4402427673339844,0.6643754243850708,0.5370227034837391,-0.020329510793089867,0.12979884445667267,0.36895841360092163,0.3520103693008423,0.6090133190155029,0.21962030383687903,-0.05287797376513481,1.2367686033248901,1.577781081199646,0.1728000044822693,0.4386754333972931,0.4623279181655923,0.12689533829689026,4.897,0.4459,0.135
4,2.5316,3.8365,2026-06-30T18:02:52.267873,377.36,0.0005,0.0,377.4,44.1,604.0,0.6598473787307739,0.8416522145271301,0.44221925735473633,0.6761795878410339,0.5623612386396484,0.1193210780620575,0.12699207663536072,0.3724462389945984,0.33970141410827637,0.6065301895141602,0.21160974115934253,-0.06641161441802979,1.1475938558578491,1.5931884050369263,0.15656566619873047,0.4387027323246002,0.4315078813372882,-0.26798051595687866,2.2511,0.9622,0.2226
5,2.4972,3.6946,2026-06-30T18:08:46.079337,353.68,0.0005,0.0,353.7,47.0,604.0,0.628207802772522,0.825006365776062,0.46406418085098267,0.6848315000534058,0.57066809206427,-0.020646117627620697,0.15101931989192963,0.3723961412906647,0.33987903594970703,0.606181263923645,0.1675034785387674,-0.023926135152578354,1.158486247062683,1.5578641891479492,0.19355237483978271,0.4466274082660675,0.4421113139024849,-0.07875671982765198,1.6697,1.4611,0.3267
6,2.4571,3.852,2026-06-30T18:14:36.058051,349.8,0.0005,0.0,349.8,47.6,604.0,0.6847927570343018,0.863140344619751,0.4133744239807129,0.6872050166130066,0.569985131899418,0.2638196051120758,0.12664636969566345,0.368265300989151,0.35444265604019165,0.6103792786598206,0.20322434988907323,-0.05885309725999832,1.11210298538208,1.5808404684066772,0.16958898305892944,0.45723670721054077,0.462136389040508,-0.31136950850486755,0.2827,1.6814,0.511
7,2.4532,3.8208,2026-06-30T18:20:31.590638,355.44,0.0005,0.0,355.4,46.8,604.0,0.6493179202079773,0.8343971967697144,0.451793909072876,0.685670018196106,0.5713733977433821,0.04299043491482735,0.1302674263715744,0.3716000020503998,0.34269851446151733,0.6099374890327454,0.18864903474785946,-0.06069456785917282,1.30951726436615,1.5998129844665527,0.14953696727752686,0.43875500559806824,0.4436515609340169,0.29518944025039673,0.1041,2.2538,0.7001
8,2.4445,3.8276,2026-06-30T18:26:20.764874,349.14,0.0005,0.0,349.1,47.7,604.0,0.6827806234359741,0.8602016568183899,0.41736215353012085,0.6969766020774841,0.5795443679298067,0.27176132798194885,0.13978365063667297,0.36579063534736633,0.3630896210670471,0.6096882224082947,0.17088437153968036,-0.03285917639732361,1.1170165538787842,1.5813101530075073,0.16909539699554443,0.4717597961425781,0.474427303157655,-0.29796192049980164,5.1942,0.4698,0.2212
9,2.4321,3.763,2026-06-30T18:32:29.783073,368.95,0.0005,0.0,369.0,45.1,604.0,0.6336619257926941,0.8274705410003662,0.46085792779922485,0.6952970027923584,0.5714014254472766,0.1452663093805313,0.13404299318790436,0.36692526936531067,0.35913223028182983,0.6113650798797607,0.17116292710266284,-0.044900014996528625,1.1291416883468628,1.5835835933685303,0.16670453548431396,0.4570406973361969,0.47383115866063646,-0.24796855449676514,0.2345,1.9739,0.5032
10,2.4095,3.6797,2026-06-30T18:39:01.447303,391.6,0.0005,0.0,391.6,42.5,604.0,0.6195928454399109,0.8291683197021484,0.45864325761795044,0.6843820214271545,0.5648828757271419,-0.0997924879193306,0.13649104535579681,0.36939433217048645,0.3504784107208252,0.6098715662956238,0.1658955129919468,-0.04466099664568901,1.1862359046936035,1.5459688901901245,0.20582085847854614,0.4608103632926941,0.4569284493438048,0.05483793839812279,0.1142,0.3821,0.1009
11,2.4064,4.049,2026-06-30T18:44:50.264334,348.67,0.0005,0.0,348.7,47.7,604.0,0.7331413626670837,0.9001789093017578,0.3619483709335327,0.697370707988739,0.5817069140022084,0.3771741986274719,0.15541484951972961,0.3635292947292328,0.3709402084350586,0.6135570406913757,0.2194997795835089,-0.0012980947503820062,1.1145038604736328,1.6257597208023071,0.12172657251358032,0.46078771352767944,0.45308009930083765,-0.4487355649471283,0.9893,0.9997,0.2052
12,2.4008,3.5233,2026-06-30T18:50:39.291660,348.97,0.0005,0.0,349.0,47.7,604.0,0.583344042301178,0.7907846570014954,0.5076038837432861,0.7134754061698914,0.5920478038139415,0.04150989651679993,0.12724219262599945,0.36849087476730347,0.35365158319473267,0.6125072240829468,0.17802581921419003,-0.06242048367857933,1.1355657577514648,1.5269924402236938,0.2251979112625122,0.47662726044654846,0.4920333834619028,0.0008512373315170407,1.9744,1.3704,0.283
13,2.3598,3.7504,2026-06-30T18:56:28.153233,348.7,0.0005,0.0,348.7,47.7,604.0,0.6140428185462952,0.814359724521637,0.4778074026107788,0.6914882063865662,0.5644168406011829,0.02020397037267685,0.12561039626598358,0.36769893765449524,0.3564268946647644,0.6118470430374146,0.20622157259744095,-0.06136171519756317,1.094860553741455,1.582983374595642,0.167336106300354,0.47468942403793335,0.4856613591898417,-0.3401314616203308,0.0717,1.9391,0.6472
14,2.3653,3.6657,2026-06-30T19:02:17.229512,348.98,0.0005,0.0,349.0,47.7,604.0,0.5942744016647339,0.7969053983688354,0.49995195865631104,0.7144277095794678,0.5909353424863963,0.11500773578882217,0.1370941549539566,0.3631137013435364,0.3723776340484619,0.6131782531738281,0.19761877458551702,-0.026972223073244095,1.095531940460205,1.570443868637085,0.180475652217865,0.4664658010005951,0.48537888013315733,-0.2737748622894287,0.9899,0.7647,0.2079
15,2.3666,3.6448,2026-06-30T19:08:05.789083,348.5,0.0005,0.0,348.5,47.7,604.0,0.6133566498756409,0.8056155443191528,0.48896121978759766,0.7113361358642578,0.5926211194506618,0.09857002645730972,0.13682293891906738,0.3683491349220276,0.35414886474609375,0.6127005219459534,0.21417360220597184,-0.044018879532814026,1.110544204711914,1.5569392442703247,0.1945095658302307,0.4752001166343689,0.48433916834677726,-0.22232675552368164,5.5325,0.9104,0.25
16,2.3656,3.6126,2026-06-30T19:13:54.624827,348.8,0.0005,0.0,348.8,47.7,604.0,0.6182207465171814,0.8100568056106567,0.48331111669540405,0.7089823484420776,0.5884893798110187,0.11838158965110779,0.13531015813350677,0.3673669397830963,0.35758841037750244,0.613250732421875,0.17241869410063804,-0.04883911833167076,1.1544582843780518,1.540663242340088,0.21126264333724976,0.4609399437904358,0.45836873842455494,-0.0007383847841992974,0.0046,1.8189,0.7139
17,2.3282,3.7101,2026-06-30T19:19:43.423476,348.77,0.0005,0.0,348.8,47.7,604.0,0.5884842276573181,0.7893120050430298,0.5094361305236816,0.7161275744438171,0.5958295163600468,0.04668977111577988,0.13290369510650635,0.3681757152080536,0.35475677251815796,0.613542377948761,0.18009921860962977,-0.053152866661548615,1.098745346069336,1.5848249197006226,0.16539770364761353,0.46796706318855286,0.4804381369226646,-0.32284167408943176,2.9337,0.4383,0.1515
18,2.3459,3.8893,2026-06-30T19:25:34.614028,349.85,0.0005,0.0,349.8,47.6,604.0,0.608954906463623,0.8082927465438843,0.4855591058731079,0.7088175415992737,0.5836373071995864,0.13499760627746582,0.13469800353050232,0.3659099042415619,0.3626742959022522,0.6137345433235168,0.1779368919297368,-0.04653554782271385,1.1522517204284668,1.6352488994598389,0.11144411563873291,0.38567793369293213,0.40888911791763455,-0.3164856731891632,2.6504,1.0718,0.3885
19,2.3191,3.6286,2026-06-30T19:31:24.201707,349.55,0.0005,0.0,349.5,47.6,604.0,0.5801952481269836,0.7960621118545532,0.5010098218917847,0.7082431316375732,0.5746901868999136,-0.02230593003332615,0.13022270798683167,0.37238308787345886,0.3399253487586975,0.6151717305183411,0.20129894503567264,-0.06847827136516571,1.1126773357391357,1.5478630065917969,0.20387351512908936,0.46723172068595886,0.4670028316238191,-0.1937648206949234,8.4278,1.1023,0.2651
20,2.3153,3.6655,2026-06-30T19:37:12.616636,348.36,0.0005,0.0,348.4,47.8,604.0,0.5853369832038879,0.7831141948699951,0.5171098709106445,0.7194640636444092,0.5979194886005438,0.005804579239338636,0.13021136820316315,0.366111695766449,0.3619711399078369,0.6149077415466309,0.2172663182460315,-0.05499223247170448,1.247580885887146,1.5781550407409668,0.17240798473358154,0.45567429065704346,0.468305087557801,0.3256148397922516,2.1597,1.1858,0.3053
21,2.3135,3.5984,2026-06-30T19:43:06.801027,354.1,0.0005,0.0,354.1,47.0,604.0,0.5796968340873718,0.7808467745780945,0.5199021100997925,0.7225654721260071,0.6018483764109954,-0.04862295836210251,0.1293417364358902,0.3666020333766937,0.36026084423065186,0.6144132614135742,0.2196865449744172,-0.055864185094833374,1.1698148250579834,1.5580158233642578,0.19339519739151,0.4448007643222809,0.47152728009957623,0.04646992310881615,7.8444,0.1699,0.0439
