epoch,train_loss,val_loss,timestamp,epoch_time_s,system_lr,system_grad_norm,system_epoch_time_s,system_throughput,system_gpu_memory_mb,formation_energy_mae,formation_energy_rmse,formation_energy_r2,formation_energy_pearson,formation_energy_spearman,formation_energy_bias,energy_above_hull_mae,energy_above_hull_rmse,energy_above_hull_r2,energy_above_hull_pearson,energy_above_hull_spearman,energy_above_hull_bias,band_gap_mae,band_gap_rmse,band_gap_r2,band_gap_pearson,band_gap_spearman,band_gap_bias,gradnorm_weights_band_gap,gradnorm_weights_energy_above_hull,gradnorm_weights_formation_energy
0,3.2075,3.9715,2026-07-08T02:29:28.081672,408.67,0.0005,0.0,408.7,40.7,1454.2,0.7192515134811401,0.8950411677360535,0.3692108988761902,0.6207861304283142,0.510361141437186,0.09754461795091629,0.13114072382450104,0.37432876229286194,0.33300960063934326,0.6024466753005981,0.117601002704457,-0.05531124025583267,1.1949613094329834,1.602469563484192,0.14671015739440918,0.38440826535224915,0.4190596685679474,-0.03334355354309082,0.4,1.0,1.0
1,2.6815,3.8425,2026-07-08T02:36:20.496295,411.58,0.00048778860081564085,0.0,411.6,40.4,1473.1,0.6643959283828735,0.8401133418083191,0.44425714015960693,0.6728585958480835,0.5593458155010793,0.062361329793930054,0.12952058017253876,0.3687714636325836,0.3526669144630432,0.6070245504379272,0.24312773290934417,-0.03586409613490105,1.2267687320709229,1.5954686403274536,0.15414953231811523,0.4054693281650543,0.4100328257323607,0.0016538079362362623,0.4,1.0,1.0
2,2.6122,3.8092,2026-07-08T02:43:11.465124,410.21,0.0004523497400965494,0.0,410.2,40.6,1492.0,0.6695129871368408,0.8440345525741577,0.4390571117401123,0.6917003989219666,0.5698348343784064,0.09560711681842804,0.132863387465477,0.3715769052505493,0.34278029203414917,0.6094508767127991,0.26694918670688206,-0.048586465418338776,1.2210114002227783,1.5814950466156006,0.16890108585357666,0.41933387517929077,0.4367780074284804,0.1156708374619484,0.4,1.0,1.0
3,2.5537,3.9307,2026-07-08T02:50:00.406582,408.59,0.00039715242044697206,0.0,408.6,40.7,1496.7,0.6452144384384155,0.8224048018455505,0.46743887662887573,0.6995516419410706,0.5735899504221218,0.05123330280184746,0.14305853843688965,0.3703370690345764,0.34715884923934937,0.6096380352973938,0.2545185254448973,-0.031058672815561295,1.1443562507629395,1.6356635093688965,0.11099350452423096,0.4569193124771118,0.4695652092732593,-0.37974289059638977,0.4,1.0,1.0
4,2.5528,3.6827,2026-07-08T02:56:59.876788,419.05,0.0003275997400965494,0.0,419.0,39.7,1497.1,0.623965859413147,0.8116217851638794,0.48131275177001953,0.7042052149772644,0.5792275740610097,0.11299263685941696,0.1280215084552765,0.36690980195999146,0.3591862916946411,0.6092641353607178,0.2508068204031761,-0.048659130930900574,1.171478271484375,1.567333459854126,0.183718740940094,0.4557233452796936,0.4715434324098331,-0.08141380548477173,0.4,1.0,1.0
5,2.4949,3.6466,2026-07-08T03:03:48.200875,407.57,0.0002505,0.0,407.6,40.8,1497.1,0.605920135974884,0.7994222640991211,0.4967883825302124,0.7107328176498413,0.5884259088158296,0.08169730007648468,0.13184970617294312,0.36896276473999023,0.35199517011642456,0.6091336607933044,0.24209443388948873,-0.04861877113580704,1.1834462881088257,1.555005669593811,0.19650906324386597,0.4540765583515167,0.4572968462662016,0.014416596852242947,0.4,1.0,1.0
6,2.461,3.6356,2026-07-08T03:10:37.736161,409.06,0.00017340025990345064,0.0,409.1,40.7,1497.1,0.6086472272872925,0.799335777759552,0.49689728021621704,0.714745044708252,0.5903133063509033,0.1035391092300415,0.13358470797538757,0.36665189266204834,0.3600868582725525,0.6099626421928406,0.23265573992001695,-0.041459426283836365,1.1331589221954346,1.5565427541732788,0.1949198842048645,0.4787476062774658,0.4835436121511957,-0.1772630512714386,0.4,1.0,1.0
7,2.4473,3.6052,2026-07-08T03:17:27.745277,409.46,0.00010384757955302797,0.0,409.5,40.6,1497.1,0.5984007120132446,0.7929409146308899,0.5049149394035339,0.7156426906585693,0.5936965484284665,0.03770008683204651,0.13468384742736816,0.37226995825767517,0.34032630920410156,0.6091817617416382,0.22686788468250108,-0.05100814625620842,1.1414344310760498,1.5481486320495605,0.20357972383499146,0.47879475355148315,0.47332173964484325,-0.13555040955543518,0.4,1.0,1.0
8,2.4188,3.575,2026-07-08T03:24:26.623938,418.33,4.865025990345063e-05,0.0,418.3,39.8,1497.1,0.5963799357414246,0.7919010519981384,0.506212592124939,0.7161256074905396,0.5892100882024399,0.05321710929274559,0.13308092951774597,0.36983901262283325,0.34891366958618164,0.6097287535667419,0.22490832038464478,-0.050308141857385635,1.1461466550827026,1.5389084815979004,0.21305829286575317,0.47895655035972595,0.4766188060194912,-0.07023816555738449,0.4,1.0,1.0
9,2.41,3.583,2026-07-08T03:31:12.697392,405.53,1.3211399184359193e-05,0.0,405.5,41.0,1497.1,0.5980032682418823,0.7934544682502747,0.5042734146118164,0.7166186571121216,0.5896894215795939,0.07986290007829666,0.13316403329372406,0.36942601203918457,0.35036700963974,0.6098717451095581,0.22474336437553116,-0.04949921369552612,1.138645052909851,1.5411559343338013,0.2107580304145813,0.48045238852500916,0.47664383499478774,-0.10845828801393509,0.4,1.0,1.0
