epoch,train_loss,val_loss,timestamp,epoch_time_s,system_lr,system_grad_norm,system_epoch_time_s,system_throughput,system_gpu_memory_mb,formation_energy_mae,formation_energy_rmse,formation_energy_r2,formation_energy_pearson,formation_energy_spearman,formation_energy_bias,energy_above_hull_mae,energy_above_hull_rmse,energy_above_hull_r2,energy_above_hull_pearson,energy_above_hull_spearman,energy_above_hull_bias,band_gap_mae,band_gap_rmse,band_gap_r2,band_gap_pearson,band_gap_spearman,band_gap_bias,gradnorm_weights_band_gap,gradnorm_weights_energy_above_hull,gradnorm_weights_formation_energy
10,2.3853,3.6189,2026-07-01T13:05:12.747561,361.3,0.0005,0.0,361.3,46.1,1510.7,0.606564998626709,0.8030034303665161,0.4922698736190796,0.70735764503479,0.5800245149980942,-0.043676409870386124,0.12716569006443024,0.36913493275642395,0.3513903021812439,0.6127749681472778,0.21004495650210894,-0.06708355993032455,1.2425471544265747,1.5530518293380737,0.19852697849273682,0.4851800203323364,0.49794413502759005,0.26412543654441833,1.0411,1.5092,0.3929
11,2.4166,3.9275,2026-07-01T13:11:13.502894,360.6,0.0005,0.0,360.6,46.1,1510.7,0.736839234828949,0.9195008873939514,0.3342633843421936,0.7046347260475159,0.5884308583891443,0.4463333785533905,0.15050378441810608,0.37487998604774475,0.3310438394546509,0.6138051748275757,0.19141930083721534,-0.030893729999661446,1.1025173664093018,1.5757131576538086,0.1749669909477234,0.4920770227909088,0.4895527613520704,-0.32696768641471863,1.3496,1.2848,0.4191
12,2.3727,3.5662,2026-07-01T13:17:13.975140,360.39,0.0005,0.0,360.4,46.2,1520.6,0.6098400950431824,0.8049284815788269,0.4898325800895691,0.7048704624176025,0.5807097029184101,0.04148079827427864,0.1281755417585373,0.36951133608818054,0.3500668406486511,0.614398717880249,0.21206185958248674,-0.06537790596485138,1.1105152368545532,1.5298395156860352,0.22230607271194458,0.48769524693489075,0.4435564552890085,-0.19047969579696655,0.6034,2.533,0.4553
13,2.3738,3.5922,2026-07-01T13:23:17.839553,363.74,0.0005,0.0,363.7,45.7,1520.6,0.5845101475715637,0.792666494846344,0.5052576065063477,0.7154932022094727,0.5786292123906485,0.09192948043346405,0.1358327567577362,0.36376893520355225,0.3701104521751404,0.6161401271820068,0.2207729953006946,-0.03571118786931038,1.0908178091049194,1.546485424041748,0.2052900195121765,0.47523343563079834,0.4793241388009703,-0.2172628939151764,0.869,1.7045,0.3337
14,2.33,3.5267,2026-07-01T13:29:19.332307,361.28,0.0005,0.0,361.3,46.1,1520.6,0.6146732568740845,0.8147179484367371,0.47734785079956055,0.7000378966331482,0.564497345709314,-0.1240115612745285,0.15697166323661804,0.36412498354911804,0.3688768148422241,0.6139795184135437,0.21904044091015631,-0.000716573151294142,1.0993775129318237,1.513357400894165,0.23897314071655273,0.5039302706718445,0.505187591501039,-0.10766430199146271,0.0501,2.1343,0.6696
15,2.3283,3.5491,2026-07-01T13:35:20.250158,360.75,0.0005,0.0,360.7,46.1,1520.6,0.6099740266799927,0.8078922033309937,0.4860687851905823,0.7034525275230408,0.5611766972653668,0.039424192160367966,0.13152559101581573,0.36564692854881287,0.36358994245529175,0.6150587201118469,0.2312839254418556,-0.046269580721855164,1.1216540336608887,1.5217820405960083,0.2304764986038208,0.4851871132850647,0.46597691142542763,-0.06698190420866013,1.773,1.4243,0.2695
16,2.3189,3.5173,2026-07-01T13:41:20.739904,360.45,0.0005,0.0,360.4,46.2,1520.6,0.6195793151855469,0.8126163482666016,0.4800407886505127,0.6967517137527466,0.5611278193168399,-0.06271712481975555,0.1287817358970642,0.3646155297756195,0.3671751618385315,0.6152759194374084,0.23036536099960206,-0.041175879538059235,1.1630196571350098,1.5148401260375977,0.23748111724853516,0.5059949159622192,0.4827778062607929,0.04487985372543335,2.7461,1.4229,0.3269
17,2.3342,3.6225,2026-07-01T13:47:20.877834,360.05,0.0005,0.0,360.0,46.2,1520.6,0.6037338376045227,0.796724259853363,0.5001792907714844,0.7107039093971252,0.5773512087074205,-0.0030005790758877993,0.14683528244495392,0.36860978603363037,0.3532344102859497,0.6147809624671936,0.21676929654458804,-0.02764885500073433,1.2184793949127197,1.5564323663711548,0.19503408670425415,0.4678044319152832,0.47858895303030824,0.2431517243385315,0.094,2.1222,0.6258
18,2.3248,3.5225,2026-07-01T13:53:22.804844,361.89,0.0005,0.0,361.9,46.0,1520.6,0.5846932530403137,0.7909590005874634,0.5073867440223694,0.7181320786476135,0.5736294661103905,-0.09393980354070663,0.13928553462028503,0.36579111218452454,0.36308789253234863,0.6154451966285706,0.2191438806608961,-0.03521373122930527,1.1420878171920776,1.5170938968658447,0.23521041870117188,0.48965898156166077,0.49041995404005306,0.11272076517343521,2.9852,1.0445,0.2267
19,2.2843,3.422,2026-07-01T13:59:23.364744,360.48,0.0005,0.0,360.5,46.2,1520.6,0.5795286893844604,0.7862387299537659,0.5132488012313843,0.7168706655502319,0.5712103173916918,0.007950147613883018,0.13034182786941528,0.36616507172584534,0.36178499460220337,0.615441620349884,0.23047841967900295,-0.0397367887198925,1.1182382106781006,1.497497797012329,0.2548401951789856,0.5069513916969299,0.4952930439202775,0.05985752120614052,2.0957,1.4083,0.2612
20,2.2783,3.6099,2026-07-01T14:05:24.016609,360.44,0.0005,0.0,360.4,46.2,1520.6,0.596558153629303,0.8048998117446899,0.4898688793182373,0.7023578882217407,0.5376990060153714,0.06272870302200317,0.13445574045181274,0.3638792335987091,0.3697285056114197,0.6150729656219482,0.2027954047445141,-0.039708320051431656,1.0843392610549927,1.5455433130264282,0.2062578797340393,0.4999154508113861,0.4660238221970905,-0.3043971061706543,2.0278,1.3562,0.268
21,2.2781,3.4215,2026-07-01T14:11:24.523432,360.4,0.0005,0.0,360.4,46.2,1520.6,0.5890809297561646,0.7889202833175659,0.5099229216575623,0.7153267860412598,0.5699212218743475,0.019507935270667076,0.13747020065784454,0.3656010925769806,0.36374950408935547,0.6154752373695374,0.20379818086645882,-0.04145792871713638,1.1231310367584229,1.4977412223815918,0.2545979619026184,0.5147520303726196,0.48037744151066103,-0.032409634441137314,4.0832,1.2171,0.159
22,2.258,3.499,2026-07-01T14:17:26.584914,361.95,0.0005,0.0,361.9,46.0,1520.6,0.608531653881073,0.8024465441703796,0.49297380447387695,0.7177504897117615,0.5826935488127061,0.0007849374087527394,0.15571346879005432,0.37726497650146484,0.3225049376487732,0.6127317547798157,0.21949380712298514,-0.02831432595849037,1.1322505474090576,1.512012004852295,0.24032562971115112,0.4960147440433502,0.48827152496172893,0.04856753349304199,1.1662,1.6372,0.3812
23,2.2344,3.5562,2026-07-01T14:23:26.450749,359.83,0.0005,0.0,359.8,46.2,1520.6,0.6124730110168457,0.8056526780128479,0.4889141321182251,0.7057968974113464,0.55342499287008,-0.08214525133371353,0.1305946409702301,0.3675589859485626,0.35691672563552856,0.615687906742096,0.221607228611532,-0.06006743386387825,1.1874183416366577,1.532358169555664,0.21974313259124756,0.48519641160964966,0.47858979170796867,0.1727934628725052,0.508,2.1291,0.3103
24,2.2633,3.7225,2026-07-01T14:29:26.492024,360.0,0.0005,0.0,360.0,46.2,1520.6,0.6416727900505066,0.8640733361244202,0.41210561990737915,0.6889470815658569,0.586844349990417,0.27965331077575684,0.1341754049062729,0.37178122997283936,0.3420572280883789,0.6149693131446838,0.1985763391812967,-0.05942230671644211,1.144122838973999,1.5538948774337769,0.1976565718650818,0.4624273478984833,0.4850913762424988,-0.06000978499650955,1.8187,0.4946,0.0937
25,2.2223,3.672,2026-07-01T14:35:27.246900,360.71,0.0005,0.0,360.7,46.1,1520.6,0.6030974388122559,0.8018925189971924,0.4936736822128296,0.7026543021202087,0.5900917085865958,-0.00029199683922342956,0.1354895830154419,0.37265682220458984,0.3389545679092407,0.6143438220024109,0.21397340213623858,-0.056899067014455795,1.2056463956832886,1.571407675743103,0.17946940660476685,0.43943047523498535,0.46790642913415004,0.19801098108291626,3.2046,1.1741,0.1405
26,2.2408,3.4655,2026-07-01T14:41:28.468808,361.18,0.0005,0.0,361.2,46.1,1520.6,0.5844563841819763,0.7928854823112488,0.5049841403961182,0.7136567831039429,0.5842210760945029,0.0623711459338665,0.1332903355360031,0.3682456314563751,0.35451167821884155,0.6146326661109924,0.2117979994301713,-0.0538487434387207,1.104956865310669,1.5107771158218384,0.24156594276428223,0.5014376640319824,0.5025758174863224,-0.05026644468307495,1.9132,1.6008,0.0686
27,2.225,3.4585,2026-07-01T14:47:28.805335,360.29,0.0005,0.0,360.3,46.2,1520.6,0.5886126756668091,0.7973933815956116,0.49933940172195435,0.7112470865249634,0.5807253441880466,0.08125323057174683,0.1412932574748993,0.3697969913482666,0.34906160831451416,0.6171457767486572,0.22631985170483784,-0.04080245643854141,1.0884641408920288,1.503298282623291,0.2490563988685608,0.5135339498519897,0.5008963499401923,-0.10497497022151947,0.5967,0.6539,0.0642
28,2.2095,3.5857,2026-07-01T14:53:28.884398,360.04,0.0005,0.0,360.0,46.2,1520.6,0.5963920950889587,0.7943088412284851,0.5032052993774414,0.7099219560623169,0.5674461583700362,0.01836264505982399,0.1316458135843277,0.3720795512199402,0.3410009741783142,0.6148025989532471,0.21418280298842857,-0.06232275441288948,1.1692824363708496,1.5470795631408691,0.20467925071716309,0.46577876806259155,0.48218445734708837,0.06861720234155655,1.6852,0.5597,0.0783
29,2.2279,3.6013,2026-07-01T14:59:33.533271,364.61,0.0005,0.0,364.6,45.6,1520.6,0.6587640047073364,0.8453781008720398,0.4372698664665222,0.675287127494812,0.47176500248842773,-0.1542762815952301,0.12922360002994537,0.36697548627853394,0.35895681381225586,0.6149868369102478,0.217116953482044,-0.06065636873245239,1.177239179611206,1.5296319723129272,0.22251689434051514,0.4977968633174896,0.4828943513934607,0.27178746461868286,0.5721,2.1604,0.2306
30,2.1862,3.3296,2026-07-01T15:05:35.288543,361.71,0.0005,0.0,361.7,46.0,1520.6,0.5961180329322815,0.8049156665802002,0.489848792552948,0.7081040143966675,0.5848610618969797,0.11916015297174454,0.14262546598911285,0.37357059121131897,0.33570873737335205,0.6167871952056885,0.22887690777784994,-0.04487643390893936,1.049726963043213,1.4551984071731567,0.2963423728942871,0.5600844025611877,0.5290554183220244,-0.12199640274047852,1.6055,1.2672,0.3123
31,2.1988,3.5463,2026-07-01T15:11:35.174303,359.64,0.0005,0.0,359.6,46.3,1520.6,0.6215894222259521,0.81830894947052,0.4727303981781006,0.6932263970375061,0.5283032409210215,0.037342652678489685,0.14215774834156036,0.36640629172325134,0.36094391345977783,0.6150346398353577,0.2404915521047794,-0.03171854466199875,1.132591724395752,1.5182682275772095,0.23402607440948486,0.4851742684841156,0.46081016011987946,0.006101315375417471,1.5596,1.4968,0.1409
32,2.2203,3.3998,2026-07-01T15:17:35.000219,359.78,0.0005,0.0,359.8,46.3,1520.6,0.5923615097999573,0.8061678409576416,0.48826032876968384,0.7101008892059326,0.5867304923081097,0.1382565051317215,0.1294715851545334,0.3654366731643677,0.36432158946990967,0.6157870292663574,0.2318950276117606,-0.05108705535531044,1.0795302391052246,1.4818994998931885,0.27028292417526245,0.533292293548584,0.5226141176013244,-0.08352210372686386,1.6548,1.2336,0.2001
33,2.2014,3.3937,2026-07-01T15:24:01.038455,386.0,0.0005,0.0,386.0,43.1,1520.8,0.5785797238349915,0.7850821018218994,0.5146798491477966,0.719508707523346,0.5839654661699865,-0.03912663087248802,0.12859086692333221,0.3661218583583832,0.36193567514419556,0.6147053241729736,0.23498769066957678,-0.055365189909935,1.1011977195739746,1.493861436843872,0.2584547996520996,0.5196222066879272,0.5166566873490682,-0.015567346476018429,0.987,1.7229,0.3023
34,2.1851,3.6466,2026-07-01T15:30:01.693688,360.55,0.0005,0.0,360.5,46.2,1520.8,0.6443571448326111,0.8458760380744934,0.43660682439804077,0.673575222492218,0.48957177827241366,-0.14159636199474335,0.14023303985595703,0.36740243434906006,0.3574643135070801,0.6164218187332153,0.24870290544221055,-0.0372990220785141,1.1752246618270874,1.5366568565368652,0.21535933017730713,0.47673794627189636,0.45517873284502613,0.18798832595348358,4.3189,0.7937,0.107
35,2.2055,3.443,2026-07-01T15:36:12.937537,371.21,0.0005,0.0,371.2,44.8,1520.8,0.5953184962272644,0.8045835494995117,0.49026966094970703,0.7056977152824402,0.5942034324426253,-0.047895826399326324,0.1304004192352295,0.37030380964279175,0.34727609157562256,0.6167117953300476,0.23775806920158402,-0.06550388783216476,1.0890346765518188,1.492113471031189,0.2601891756057739,0.5222222208976746,0.4960893528159408,-0.10232824087142944,0.0293,2.2235,0.547
36,2.1615,3.5885,2026-07-01T15:42:13.428459,360.44,0.0005,0.0,360.4,46.2,1520.8,0.6022782921791077,0.7977187633514404,0.4989306926727295,0.7114619016647339,0.5772401925026189,-0.08823307603597641,0.1288556605577469,0.36663976311683655,0.3601292371749878,0.6150450110435486,0.24666199987891793,-0.05672120302915573,1.1789088249206543,1.5509490966796875,0.20069581270217896,0.4574005901813507,0.4452833857782933,0.07155101746320724,1.418,1.5428,0.2236
37,2.1606,3.4469,2026-07-01T15:48:17.839172,364.37,0.0005,0.0,364.4,45.7,1520.8,0.5822092294692993,0.7865917682647705,0.5128116011619568,0.7236102819442749,0.5931588935729776,0.11265829205513,0.1441766619682312,0.3620409071445465,0.37608063220977783,0.6148595213890076,0.2467567194269131,-0.013185027986764908,1.0949921607971191,1.509928822517395,0.24241751432418823,0.5185383558273315,0.49629800457645623,-0.14788596332073212,1.418,1.6334,0.1798
38,2.184,3.3644,2026-07-01T15:54:19.809113,361.89,0.0005,0.0,361.9,46.0,1520.8,0.5663332343101501,0.7788333296775818,0.5223748683929443,0.7245333790779114,0.5993043553606391,0.017750054597854614,0.13535287976264954,0.37389346957206726,0.33455997705459595,0.6191158890724182,0.2452385235952339,-0.058929964900016785,1.0772377252578735,1.4829950332641602,0.2692035436630249,0.5308259725570679,0.5121740173782039,-0.09171256422996521,1.8762,1.245,0.1504
39,2.1504,3.4127,2026-07-01T16:00:20.633623,360.71,0.0005,0.0,360.7,46.1,1520.8,0.5684691667556763,0.7765992283821106,0.5251110196113586,0.725024402141571,0.5954682273247784,0.026183882728219032,0.13242247700691223,0.3633882403373718,0.37142813205718994,0.6170626282691956,0.24172080036277938,-0.04320624843239784,1.089654564857483,1.502410888671875,0.24994271993637085,0.5025536417961121,0.5207257649847856,0.00303123751655221,1.2176,1.6208,0.2096
40,2.1727,3.5977,2026-07-01T16:06:22.389483,361.68,0.0005,0.0,361.7,46.0,1520.8,0.5919321775436401,0.7983759045600891,0.49810487031936646,0.7127292156219482,0.5883780828182583,-0.09582500159740448,0.12874755263328552,0.36942073702812195,0.35038554668426514,0.6150304675102234,0.23957675029907377,-0.06733720749616623,1.1796523332595825,1.5494966506958008,0.20219212770462036,0.45658981800079346,0.4499819619450315,0.1302783489227295,0.798,1.948,0.2589
41,2.1382,3.6456,2026-07-01T16:12:25.076057,362.6,0.0005,0.0,362.6,45.9,1520.8,0.5894094705581665,0.7929721474647522,0.5048760175704956,0.711280345916748,0.5662434120545575,-0.03338015079498291,0.12987647950649261,0.3670707046985626,0.3586241602897644,0.6136646270751953,0.2178895477500636,-0.058908332139253616,1.198060154914856,1.57310152053833,0.17769968509674072,0.4455426335334778,0.47873487580607876,0.2463894486427307,2.6143,1.1895,0.1792
42,2.1476,3.391,2026-07-01T16:18:26.247162,361.12,0.0005,0.0,361.1,46.1,1520.8,0.5670027732849121,0.7759736180305481,0.5258758664131165,0.726795494556427,0.6048145215951081,0.04828716441988945,0.13549326360225677,0.36470210552215576,0.36687469482421875,0.6164676547050476,0.2524876574967374,-0.04178331792354584,1.104692816734314,1.4964250326156616,0.25590747594833374,0.5117577910423279,0.49173321365007105,-0.04400370642542839,2.5324,1.0497,0.1661
43,2.1402,3.3553,2026-07-01T16:24:34.249200,367.91,0.0005,0.0,367.9,45.2,1520.8,0.5724436640739441,0.7844265103340149,0.5154901742935181,0.7192625403404236,0.5940524793128704,-0.04845035448670387,0.1323256641626358,0.36540108919143677,0.36444538831710815,0.6177516579627991,0.26279116360800137,-0.04759257286787033,1.1182136535644531,1.4806098937988281,0.2715523838996887,0.5296800136566162,0.5021063443692808,0.10580915957689285,1.6175,1.5752,0.171
44,2.1255,3.7405,2026-07-01T16:30:44.812139,370.51,0.0005,0.0,370.5,44.9,1520.8,0.5900633335113525,0.7937153577804565,0.5039474368095398,0.7123105525970459,0.5816026151636735,-0.028794357553124428,0.1284921020269394,0.3645099997520447,0.36754143238067627,0.6157512068748474,0.2380105883808759,-0.0492536835372448,1.2167712450027466,1.5935057401657104,0.15622961521148682,0.4145820140838623,0.4506862782344814,0.20087569952011108,0.4177,0.645,0.021
45,2.1258,3.4525,2026-07-01T16:36:46.087028,361.23,0.0005,0.0,361.2,46.1,1520.8,0.5800149440765381,0.7845151424407959,0.5153805613517761,0.7226195931434631,0.6006459282625838,0.02968377061188221,0.13818234205245972,0.366323858499527,0.36123138666152954,0.6125547885894775,0.26029563454611504,-0.037283025681972504,1.0683705806732178,1.502690315246582,0.24966365098953247,0.5282031297683716,0.5157135477266824,-0.2114894986152649,1.0808,0.93,0.0167
46,2.1133,3.3711,2026-07-01T16:42:47.538007,361.41,0.0005,0.0,361.4,46.0,1520.8,0.5936563611030579,0.7988390326499939,0.49752241373062134,0.7056556344032288,0.5639263175517978,0.0062460689805448055,0.13719351589679718,0.37649691104888916,0.3252607583999634,0.6168622374534607,0.247740924904711,-0.05903298780322075,1.110288143157959,1.4771792888641357,0.274924099445343,0.5281538367271423,0.48728932569092254,0.08224546909332275,1.599,0.7616,0.0107
47,2.1149,3.5236,2026-07-01T16:48:49.477751,361.9,0.0005,0.0,361.9,46.0,1520.8,0.567912757396698,0.7775828242301941,0.5239073038101196,0.7239894270896912,0.6036136655331845,-0.01573881134390831,0.1297534704208374,0.3639814853668213,0.36937421560287476,0.6170725226402283,0.267466469487817,-0.041894230991601944,1.1608476638793945,1.5398463010787964,0.21209877729415894,0.4652675688266754,0.4689416128399513,0.10235001891851425,1.8738,1.2562,0.0211
48,2.1432,3.3532,2026-07-01T16:54:51.997687,362.48,0.0005,0.0,362.5,45.9,1520.8,0.5620254874229431,0.7756198644638062,0.5263080596923828,0.728654682636261,0.6049093595223805,0.07595566660165787,0.13174298405647278,0.36297187209129333,0.3728678226470947,0.6184131503105164,0.2594622373797759,-0.042771048843860626,1.0861362218856812,1.4872175455093384,0.26503604650497437,0.5214625000953674,0.5055705801011319,-0.0685063898563385,1.4729,0.8149,0.0294
49,2.1049,3.4555,2026-07-01T17:00:53.779533,361.66,0.0005,0.0,361.7,46.0,1520.8,0.598077654838562,0.7991515398025513,0.4971292018890381,0.7112954258918762,0.5852031191615162,-0.07603885233402252,0.1356627494096756,0.37056809663772583,0.3463440537452698,0.6175665259361267,0.27708206323154816,-0.04917432367801666,1.1339738368988037,1.5060423612594604,0.24631232023239136,0.5000473856925964,0.4631752656130085,0.07646160572767258,2.1761,1.073,0.0151
50,2.1411,3.3259,2026-07-01T17:06:55.679738,361.86,0.0005,0.0,361.9,46.0,1520.8,0.5660454630851746,0.7736932635307312,0.5286584496498108,0.7288158535957336,0.6000920918817337,-0.012541146948933601,0.14833608269691467,0.36470139026641846,0.3668771982192993,0.6150596737861633,0.25276406297802,-0.022359009832143784,1.0906084775924683,1.4766899347305298,0.2754044532775879,0.531029224395752,0.49396203143084205,-0.0357142798602581,1.0323,1.6556,0.0209
51,2.1111,3.5035,2026-07-01T17:12:57.978061,362.11,0.0005,0.0,362.1,46.0,1520.8,0.580307126045227,0.7877018451690674,0.5114355087280273,0.7156761288642883,0.5838451296422934,-0.03050501085817814,0.1334758847951889,0.3728642463684082,0.33821845054626465,0.6162922978401184,0.24685980777736394,-0.06133698672056198,1.148210048675537,1.5276877880096436,0.2244921326637268,0.480601966381073,0.4899450907270505,0.13550642132759094,1.399,1.9563,0.007
52,2.0933,3.5333,2026-07-01T17:18:59.960344,361.94,0.0005,0.0,361.9,46.0,1520.8,0.5712566375732422,0.7880910634994507,0.5109525918960571,0.7156158685684204,0.5871386619535199,0.0314544178545475,0.12984135746955872,0.3664838373661041,0.3606734275817871,0.6171454191207886,0.22772929605891645,-0.06076176092028618,1.1252803802490234,1.5380927324295044,0.21389228105545044,0.46317338943481445,0.47549715939285053,0.02297142520546913,2.1535,1.1614,0.0022
53,2.0744,3.3435,2026-07-01T17:25:02.358915,362.35,0.0005,0.0,362.4,45.9,1520.8,0.5861424803733826,0.7849174737930298,0.5148833990097046,0.7278308868408203,0.616330330234344,0.11640974134206772,0.1357239931821823,0.36455321311950684,0.36739152669906616,0.6180083155632019,0.25666969010287927,-0.042918577790260315,1.0534037351608276,1.4735673666000366,0.2784656286239624,0.538898229598999,0.5019803488636985,-0.16663877665996552,2.2344,1.4325,0.0009
54,2.101,3.5533,2026-07-01T17:31:04.065107,361.66,0.0005,0.0,361.7,46.0,1520.8,0.585314154624939,0.7908874154090881,0.5074759721755981,0.7130419015884399,0.5788673074237282,-0.03304310888051987,0.1532793492078781,0.3638417720794678,0.3698582053184509,0.6164055466651917,0.23069754925888777,-0.01343472208827734,1.1675207614898682,1.5441770553588867,0.20766061544418335,0.4656924307346344,0.4729655190794092,0.1661621779203415,0.9391,1.7441,0.0009
55,2.0888,3.3794,2026-07-01T17:37:07.130094,363.02,0.0005,0.0,363.0,45.8,1520.8,0.5690470933914185,0.7770461440086365,0.5245643258094788,0.7283631563186646,0.6131480137548642,0.026383403688669205,0.14801639318466187,0.36334162950515747,0.3715894818305969,0.6180911660194397,0.26754004621508237,-0.020473359152674675,1.0632398128509521,1.4884603023529053,0.2638072371482849,0.5338581800460815,0.5019714725766253,-0.20419561862945557,1.5826,1.4537,0.0002
56,2.0703,3.4321,2026-07-01T17:43:09.297859,362.12,0.0005,0.0,362.1,46.0,1520.8,0.5744161009788513,0.7844255566596985,0.515491247177124,0.7300176620483398,0.6238236470605967,0.13917268812656403,0.13039074838161469,0.3638375699520111,0.3698727488517761,0.618520200252533,0.2740101919707816,-0.04940684512257576,1.0522853136062622,1.5021551847457886,0.25019800662994385,0.5182769298553467,0.5009824467111756,-0.22888538241386414,1.3222,0.999,0.0001
57,2.0874,3.2867,2026-07-01T17:49:10.745169,361.4,0.0005,0.0,361.4,46.0,1520.8,0.5786083936691284,0.7806843519210815,0.52010178565979,0.7236928343772888,0.60313274004447,-0.015282398089766502,0.14712096750736237,0.3660346567630768,0.3622395396232605,0.616637647151947,0.2578727902576457,-0.024510184302926064,1.0768013000488281,1.4619946479797363,0.28975439071655273,0.5443628430366516,0.49691511602387367,-0.05027344450354576,1.6091,0.8469,0.0001
